Ener_1,Ener_2,Ener_3,Ener_4,Ener_5,Ener_6,Ener_7,Ener_8,Ener_9,Ener_10,Latitude,Longitude,Source_Node,Target_Node
117.7366134452898,171.10511652328657,30.06647965062399,28.64969105794006,4.842599808264078,990.9770796577892,501.5005475205075,60.0091132319353,109.56939566123167,0.9568100800843153,6.795198659459189,-75.45017028749355,106,244
134.35256867219664,173.03863021900824,31.325076236258457,34.869884581687955,7.029314223212871,985.0508630338327,502.10631687756296,60.001256967301366,109.5696030310111,0.9653043317482807,6.811469796737903,-76.98752471125826,113,241
133.3382658577749,186.0562998117542,30.288106632151248,41.575956275271245,6.392508057255124,986.5545386084603,500.08998455025437,59.99470620535994,110.51620494126404,0.9384044578163477,5.546386687141194,-73.75795732914071,105,233
121.59811908373354,182.03686870911943,29.19595094625361,37.969715143388974,3.6370012875102944,950.6787331409536,502.07082213835787,59.99662929167343,109.28670644516075,0.9505729379528572,8.846911623831852,-73.61123008717249,105,237
126.78375700907407,185.90982014572708,27.31229430194851,38.67925521402223,3.911849759546928,1025.815616946693,501.15464944758605,59.9500335991058,109.96666015730162,0.9562304170178523,8.519775116973017,-73.45625367118949,108,206
117.25262671131037,194.64244033630646,32.50319125723759,31.68693948811116,6.635709861253543,998.5177900863345,501.2592529391217,59.987644611185715,111.27589646509232,0.9353431483906978,10.943865413063637,-76.80369719447387,119,226
123.61589912315625,197.05312819840137,30.09729072466247,38.17445891618435,6.122664607803307,1023.1093759437812,495.0243026210562,59.99162115903781,109.97266986347798,0.9558251816936104,5.566471429893801,-74.41776119626779,115,212
122.41968054561809,173.21775996248763,30.24211245025625,43.9764499608915,3.0299663582306455,1025.9788168693221,499.14961985158345,59.99714721782238,110.00499024474797,0.9362505285126002,9.86869026464555,-74.93284368214037,104,228
123.06606112505575,179.10556811741125,29.91135734409594,30.593132562255054,4.312072118591261,1010.9301598531199,508.3780013078246,59.99455085923811,110.06553178719011,0.9556096832700235,4.705968649210118,-73.16325865274528,114,222
114.74434010448302,180.44782331533298,31.247545071500472,20.370594259129415,4.828340256588111,992.6894702334971,502.4799920448138,60.00620844159928,109.24756468579552,0.9409797282810566,4.981033908467116,-73.38655386006585,100,207
125.40255372764216,176.85403476097446,33.59785182808999,33.259685959563576,4.921542144927173,1002.014686016143,503.2895685025203,59.96578920829571,110.16445591928735,0.9441043576458913,8.775164996503454,-72.2466958489044,103,220
110.06793395333447,185.44723680840124,32.24005596278425,41.2461006864665,4.947840828394375,996.7673200251451,506.9837962613294,59.980807549719,109.8615922329716,0.9424191932912876,7.140168052949276,-72.51244988294542,109,212
136.21959726722736,184.34138358694798,30.163613708324313,35.13131924276611,6.619101025735782,1010.806846654325,494.54324296805885,59.99806292307319,110.15497379299605,0.9674680002495719,6.053218617210306,-74.20996602474618,105,225
127.49103351406947,180.30887696863158,30.633885215670322,44.232517165601436,5.261602060714622,1024.2324397560906,509.8387867186406,59.98146810726492,109.06342398482929,0.933711117251645,4.524703246523531,-72.09763039262532,101,242
128.3446377008684,184.66679411804796,30.481850713426454,45.23662871323518,5.10591420483228,1013.0515242206238,503.52978740540084,60.060761890022796,110.89377885980016,0.9598895547724395,8.823435976732393,-76.24893595416576,109,209
110.49977866906778,181.1212887059502,28.732343779697537,32.68085491635199,3.780582924320198,1021.3059320526734,504.5407345518687,59.95868476149442,110.09139133387184,0.9623250196927812,7.447871229017711,-76.96420658202328,118,228
107.8854369627473,185.34541385990758,30.902919997595486,44.74952702468801,5.38746924290205,988.4714451786743,497.99863324157894,60.01518650205742,109.46283843477514,0.9639269366688512,5.685481547584815,-76.46083575503292,108,226
119.58492568252467,177.33708815335712,27.65884646464356,45.15681218156982,4.997570545110199,997.070922796888,502.11029011092074,60.02140588424797,109.42794306298,0.9521859960068135,10.7598609966925,-75.2244408437554,110,203
117.25650267090707,176.4061988457295,30.31074846023618,41.222040300523666,4.077050647606899,997.2715534431055,496.39366895704734,59.99300550165517,109.76201097779463,0.9505515927651329,6.791235950901215,-73.22370317501381,103,241
130.76837097965117,186.26031590934932,29.44755742224983,39.04560523783024,3.005395690946451,1020.7879262438363,499.3942936242991,60.008774870201876,111.05884056106939,0.9649312847184696,6.469831642573645,-75.08466580153653,109,230
121.89593111255726,175.35331707662365,31.318434307956917,46.043364809780854,7.104543398861649,996.2297512643382,500.8250216986693,60.014850039158844,110.16936517049423,0.9571814127717971,7.745695038409247,-73.09699016138848,105,216
117.02844054548189,171.8785789806523,30.815687957809736,49.14731554504579,7.937865762645396,996.0492024624173,499.25805790743493,59.994545030658614,109.97404890235428,0.9407994142773995,6.3335907216575675,-73.28607931169086,102,207
129.15639849454612,181.5954505573391,28.58212027168951,40.12820794578525,5.385462250572362,985.9203976170127,504.1411685972391,59.967021182661895,109.65356241466878,0.9383765212892967,6.271963120924205,-73.02825099552648,112,236
124.31557519458975,176.20066623508845,28.910906461825828,41.93705483152132,7.516764829507027,1000.0333452543894,497.3509321996006,60.01399855132549,110.42746245344168,0.9573768230467875,10.83048197717509,-76.06363843900237,118,219
120.11976080935918,189.37866903300943,32.863319789609506,44.44620422923576,5.338248956497467,1001.3216340770779,491.9267024984322,60.01989295703651,110.48668432593934,0.9466916722629839,6.15059723133072,-74.41983239968275,102,246
127.48612243602183,173.60611463095478,29.835790087198976,50.17174793794156,2.7549431844639853,1003.0790126600101,499.7621139821001,60.04248572891595,109.1230891685802,0.9458541724037836,8.467729788673047,-73.43654105750961,119,209
115.54761023585941,171.5044421712214,32.87132730086742,47.594069540361126,5.6256409759229244,1008.6134719854342,504.6116125201398,59.9728553934314,110.0085168981085,0.9559007369625327,4.6743891373780935,-75.5791264817047,117,249
126.76721903482427,158.4918354532568,28.481116640062996,38.18288649008346,4.503355972441266,990.1303809818022,511.3764302908683,59.996606253943675,109.86027620068351,0.933192260456646,5.516984683198802,-72.80986790691733,111,243
124.42038211762532,185.03350420523313,29.387606046070097,47.548344563657835,5.626680957092653,1014.8747850750932,504.9717915193575,60.0020160029257,109.5207393110059,0.9565335095429223,4.612391408198887,-73.10344017071554,111,233
114.00747763685466,183.73094274905947,26.532001292888566,29.945477176487547,7.518190348132444,973.4727607004658,504.4272722110538,59.99819859532721,109.66554296063765,0.9617545265795516,7.94994122779695,-76.40061736124925,111,238
128.938393875257,172.59932967283302,31.242466323502832,43.820794229919336,4.134281279774233,1028.4234802143237,500.2449615132754,59.966674119221956,109.9179039494141,0.9560150989155456,7.737260386474531,-75.91056007491858,106,210
114.18176852619683,167.835993956733,30.852818778732185,56.088970687608544,5.76108798452394,956.5747017521315,510.3997910438915,60.02064024848865,109.53224806633094,0.9608618903047471,6.506961789516788,-75.81313302121231,108,246
111.97021941899528,185.889897082426,28.96731403022895,34.520740916647206,6.495674793548205,962.8821181541433,503.2359756727409,60.016045067678256,110.0962875781611,0.9453324432106331,9.086393581136848,-72.60761722239907,111,211
115.93110495216757,179.91470566750527,27.8024621713608,40.3645982298955,7.336259749183586,1003.0991485602734,503.92232275182556,59.99966585669444,110.11439180068008,0.964274645996687,8.49538276387333,-76.06636563830223,118,209
115.06369395969253,188.1886854056018,28.894570934286392,38.67809662403496,6.57088503903169,977.4029264505164,501.92365507226896,59.99034753641795,110.23773548439203,0.9509241242944847,8.41043101195674,-73.889518538576,103,212
121.65918079520351,172.3748298622172,30.15454020853639,39.56000551065947,3.1888249645441613,994.1257370497173,497.87812349358086,59.99369192339951,109.86087636503778,0.9617732970223982,6.597928293811626,-76.67543964640362,109,233
130.8022022322564,187.84081505512435,29.114852163914282,46.42371110234987,3.0437451728436864,997.4948555863193,501.0396453016964,60.002723933172156,108.81525012853679,0.956401092959754,6.606706604717829,-74.23747321681243,118,229
120.96390981622133,177.07808338697777,31.01724985424916,46.07054854528348,6.152146947401191,1026.338343667568,495.13564984933464,59.974843336059884,109.57726985887426,0.9443881427919742,10.185749092305404,-76.29373948840168,116,214
125.30204852964647,189.76536151774718,28.417945721123473,45.151637896001084,4.162300753306068,1014.0642709274263,505.18822407136935,60.01324061632494,109.2054644251694,0.9432324327781735,8.017200893400585,-74.12252137555572,117,207
125.79381860862058,181.6905086435939,28.10209692672926,42.833263884560616,3.217870534093918,972.8401410798989,502.3869291778226,60.001666705386086,109.76326862099083,0.9408521707645875,6.316551495837685,-75.16102138184746,109,237
